start,hr,temp,day,ID,label,date,shift_code,start_datetime,end_datetime
2025-05-09 17:20:00+02:00,87.0,36.957,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 17:30:00+02:00,106.0,36.934,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 17:40:00+02:00,55.0,36.961,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 17:50:00+02:00,90.0,36.971,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 18:00:00+02:00,77.0,37.056,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 18:10:00+02:00,68.0,37.023,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 18:20:00+02:00,76.0,37.086,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 18:40:00+02:00,99.0,37.072,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 18:50:00+02:00,93.0,37.005,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:00:00+02:00,82.0,36.962,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:10:00+02:00,63.0,37.036,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:20:00+02:00,65.0,37.037,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:30:00+02:00,93.0,36.997,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:40:00+02:00,90.0,36.948,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 19:50:00+02:00,69.0,36.958,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:00:00+02:00,78.0,37.017,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:10:00+02:00,87.0,37.026,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:20:00+02:00,94.0,37.062,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:30:00+02:00,66.0,37.068,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:40:00+02:00,100.0,37.015,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 20:50:00+02:00,78.0,37.017,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:00:00+02:00,78.0,37.078,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:10:00+02:00,94.0,37.055,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:20:00+02:00,94.0,37.088,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:30:00+02:00,105.0,37.076,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:40:00+02:00,75.0,37.06,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 21:50:00+02:00,73.0,37.061,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 22:00:00+02:00,80.0,36.935,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 22:10:00+02:00,68.0,36.856,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 22:20:00+02:00,88.0,36.905,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-09 22:30:00+02:00,96.0,36.962,2025-05-09,103141.0,0.0,2025-05-09,2,2025-05-09 14:00:00+02:00,2025-05-09 22:30:00+02:00
2025-05-12 07:00:00+02:00,65.0,36.976,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 07:10:00+02:00,65.0,37.025,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 07:20:00+02:00,85.0,37.082,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 07:40:00+02:00,56.0,36.983,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 07:50:00+02:00,71.0,36.966,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 08:00:00+02:00,63.0,36.894,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 08:20:00+02:00,90.0,37.001,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 08:30:00+02:00,83.0,36.875,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 08:40:00+02:00,104.0,36.906,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 08:50:00+02:00,61.0,36.939,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:00:00+02:00,76.0,36.99,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:10:00+02:00,62.0,37.011,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:20:00+02:00,83.0,36.963,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:30:00+02:00,106.0,36.931,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:40:00+02:00,83.0,36.899,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 09:50:00+02:00,64.0,37.001,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:00:00+02:00,98.0,37.072,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:10:00+02:00,63.0,36.963,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:20:00+02:00,76.0,36.932,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:30:00+02:00,92.0,37.011,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:40:00+02:00,88.0,36.915,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 10:50:00+02:00,88.0,36.947,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 11:00:00+02:00,80.0,36.971,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 11:10:00+02:00,84.0,36.963,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 11:20:00+02:00,82.0,36.945,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 11:30:00+02:00,59.0,36.986,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 11:40:00+02:00,96.0,37.01,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 12:00:00+02:00,85.0,37.172,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 12:10:00+02:00,73.0,37.195,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 12:20:00+02:00,40.0,37.181,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 12:40:00+02:00,100.0,37.084,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 12:50:00+02:00,83.0,37.093,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 13:00:00+02:00,80.0,37.06,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 13:10:00+02:00,88.0,37.032,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 13:20:00+02:00,65.0,37.004,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 13:40:00+02:00,102.0,36.893,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 13:50:00+02:00,73.0,36.971,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 14:00:00+02:00,108.0,37.052,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 14:20:00+02:00,74.0,36.978,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 14:30:00+02:00,61.0,37.042,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 14:50:00+02:00,66.0,37.072,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:00:00+02:00,74.0,36.991,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:10:00+02:00,77.0,36.851,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:20:00+02:00,112.0,36.889,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:30:00+02:00,56.0,36.89,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:40:00+02:00,68.0,36.92,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 15:50:00+02:00,98.0,36.993,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-12 16:00:00+02:00,69.0,37.001,2025-05-12,103141.0,1.0,2025-05-12,1,2025-05-12 07:00:00+02:00,2025-05-12 16:00:00+02:00
2025-05-13 07:00:00+02:00,68.0,36.988,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 07:10:00+02:00,63.0,36.995,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 07:20:00+02:00,86.0,36.982,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 07:30:00+02:00,95.0,36.994,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 08:20:00+02:00,52.0,36.877,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 08:30:00+02:00,99.0,36.975,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 08:50:00+02:00,63.0,37.022,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:00:00+02:00,85.0,37.038,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:10:00+02:00,76.0,37.066,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:20:00+02:00,88.0,37.045,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:30:00+02:00,80.0,37.038,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:40:00+02:00,63.0,36.996,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 09:50:00+02:00,90.0,36.974,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 10:00:00+02:00,107.0,36.993,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 10:10:00+02:00,59.0,36.933,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 10:20:00+02:00,59.0,36.958,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 10:30:00+02:00,60.0,36.948,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 10:50:00+02:00,105.0,36.857,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 11:00:00+02:00,76.0,36.893,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 11:10:00+02:00,96.0,36.907,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 11:20:00+02:00,55.0,36.949,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 11:40:00+02:00,102.0,36.931,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 11:50:00+02:00,62.0,36.884,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:00:00+02:00,90.0,36.905,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:10:00+02:00,72.0,36.963,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:20:00+02:00,83.0,37.013,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:30:00+02:00,66.0,36.98,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:40:00+02:00,92.0,36.984,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 12:50:00+02:00,73.0,36.936,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 13:00:00+02:00,82.0,36.895,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 13:10:00+02:00,72.0,36.925,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 13:20:00+02:00,88.0,36.932,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 13:40:00+02:00,87.0,36.876,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 13:50:00+02:00,79.0,36.954,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:00:00+02:00,60.0,37.018,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:10:00+02:00,94.0,37.045,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:20:00+02:00,63.0,37.039,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:30:00+02:00,85.0,36.935,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:40:00+02:00,59.0,36.837,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 14:50:00+02:00,59.0,36.753,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 15:00:00+02:00,84.0,36.686,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 15:10:00+02:00,54.0,36.721,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 15:20:00+02:00,98.0,36.773,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 15:30:00+02:00,51.0,36.865,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 15:50:00+02:00,69.0,36.879,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-13 16:00:00+02:00,81.0,36.978,2025-05-13,103141.0,2.0,2025-05-13,1,2025-05-13 07:00:00+02:00,2025-05-13 16:00:00+02:00
2025-05-15 07:00:00+02:00,60.0,36.925,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 07:10:00+02:00,57.0,36.851,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 07:20:00+02:00,74.0,36.899,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 07:30:00+02:00,43.0,36.961,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 07:50:00+02:00,108.0,36.979,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 08:00:00+02:00,74.0,37.043,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 08:10:00+02:00,59.0,37.025,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 08:30:00+02:00,99.0,37.042,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 08:40:00+02:00,82.0,36.996,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 08:50:00+02:00,77.0,37.018,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 09:00:00+02:00,68.0,37.052,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 09:30:00+02:00,90.0,37.095,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 09:40:00+02:00,75.0,37.078,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 09:50:00+02:00,62.0,37.072,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 10:00:00+02:00,64.0,37.061,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 10:10:00+02:00,57.0,37.023,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 10:50:00+02:00,99.0,37.009,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:00:00+02:00,102.0,37.026,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:10:00+02:00,71.0,37.09,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:20:00+02:00,84.0,37.073,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:30:00+02:00,53.0,37.022,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:40:00+02:00,51.0,36.98,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 11:50:00+02:00,49.0,36.912,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 12:00:00+02:00,63.0,36.884,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 12:10:00+02:00,95.0,36.884,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 12:20:00+02:00,70.0,36.986,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 12:30:00+02:00,97.0,36.96,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 12:40:00+02:00,84.0,36.985,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:00:00+02:00,81.0,37.095,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:10:00+02:00,79.0,37.122,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:20:00+02:00,80.0,37.113,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:30:00+02:00,63.0,37.109,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:40:00+02:00,82.0,37.082,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 13:50:00+02:00,68.0,37.02,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 14:10:00+02:00,71.0,37.084,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 14:30:00+02:00,71.0,37.087,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 14:40:00+02:00,77.0,37.019,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 15:00:00+02:00,71.0,37.01,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 15:10:00+02:00,102.0,36.974,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 15:20:00+02:00,93.0,36.938,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
2025-05-15 15:40:00+02:00,83.0,37.082,2025-05-15,103141.0,1.0,2025-05-15,1,2025-05-15 07:00:00+02:00,2025-05-15 16:00:00+02:00
